group,reading,freq,source
𓀜𓋉𓊾𓏲𓀀,nḫt-mnw,2,Ramses
𓀜𓋉𓊾󼶫,nḫt-mnw,1,Ramses
𓀜𓋉𓊾󼶫𓀀,nḫt-mnw,1,Ramses
𓀜𓋉𓊾󼶫𓇋𓀀,nḫt-mnw,8,Ramses
𓀜𓋉𓊾󼶫𓏭􄾽,nḫt-mnw,1,Ramses
𓀜𓋉𓊾󼶫󼶫,nḫt-mnw,3,Ramses
𓀜𓋉𓊾󼶫󼶫𓀀,nḫt-mnw,1,Ramses
𓀜𓋉𓊾󼶫󼶫𓇋𓀀,nḫt-mnw,2,Ramses
𓀜𓋉𓊾􄾽,nḫt-mnw,3,Ramses
𓀜𓍘𓇋,nḫt,1,Ramses
𓀜𓍘𓇋,nḫt.tꞽ,1,Ramses
𓀜𓎛𓏷𓈗𓀜,ḥwꞽ,1,Ramses
𓀜𓏏,ḥwi,1,AES
𓀜𓏏𓏲𓆍𓀀,nḫt-sbk,1,Ramses
𓀜𓏏𓏲𓋉𓊾𓏏𓏭𓀀,nḫt-mnw,1,Ramses
𓀜𓏏𓏲􄾽𓋉𓊾𓇋𓀀,nḫt-mnw,1,Ramses
𓀜𓏏󼶫𓇋𓏠𓈖𓀀,nḫt-ꞽmn,2,Ramses
𓀜𓏛,nḫt,1,Ramses
𓀜𓏲𓏫,nḫt.w,1,Ramses
𓀜󼶫𓋉𓊾𓀀,nḫt-mnw,1,Ramses
𓀜󼶫𓋉𓊾𓇋𓀀,nḫt-mnw,3,Ramses
𓀜󼶫𓋉𓊾􄾽,nḫt-mnw,1,Ramses
𓀜󼶫󼶫𓇋𓏠𓈖,nḫt-ꞽmn,1,Ramses
𓀜󼶫󼶫𓇋𓏠𓈖𓀀,nḫt-ꞽmn,3,Ramses
𓀜󼶫󼶫𓋉𓊾𓀀,nḫt-mnw,1,Ramses
𓀜󼶫󼶫𓏛𓇋𓏠𓈖,nḫt-ꞽmn,4,Ramses
𓀜󼶫󼶫󼶫,nḫt,1,Ramses
𓀝,nḫt,1,AES
𓀝𓅱,mnꞽw,2,Ramses
𓀝𓅱𓀀𓏥,mnꞽw.w,1,Ramses
𓀝𓅱𓂡,mnꞽw,1,Ramses
𓀝𓅱𓂡𓏥,mnꞽw.w,1,Ramses
𓀝𓇋𓇋𓏲𓂡𓀀𓏥,mnꞽw.w,1,Ramses
𓀝𓇋𓏲𓀜,mnꞽw,1,Ramses
𓀝𓏲𓂡,mnꞽw,3,Ramses
𓀞,ꞽ,268,AES+Ramses
𓀞,ꞽn,1,AES
𓀞,nꞽs,1,Ramses
𓀞𓀁,ꜥš,1,Ramses
𓀞𓄑𓏛𓀁,nꞽs,1,Ramses
𓀞𓈇𓏤􏀱,nꞽs,4,Ramses
𓀞𓋴𓆰𓈖,ꜥš-sḥn,1,AES
𓀞𓍿𓏏𓏭,ꞽn.t,1,AES
𓀞􄾽𓈇𓏤􏀱,nꞽs,2,Ramses
𓀞􏀱𓈇𓏤􏀱,nꞽs,1,Ramses
𓀠,qꜣw,16,AES+Ramses
𓀠,qꜣi,6,AES
𓀠,qꜣ,3,AES
𓀠,ḥꜥꞽ,1,Ramses
𓀠𓀠𓏛𓈖𓋞𓈒𓏥,qq-n-nbw,2,AES
𓀠𓂧𓏏𓀀,qꜣ-ḏr.t,1,Ramses
𓀠𓂧𓏏𓏤,qꜣ-ḏr.t,2,Ramses
𓀠𓂧𓏏𓏤𓀀,qꜣ-ḏr.t,8,Ramses
𓀠𓄤𓏤𓏥𓊖,qꜣi-nfr.w-šḥtp-ꞽb-rꜥw,1,AES
𓀠𓊗􍣡𓀀,qꜣqꜣ,3,Ramses
𓀠𓊗􍣡𓊗􍣡𓀀,qꜣqꜣ,1,Ramses
𓀠𓍑𓍑𓏤𓁶󼶫𓀀,qꜣ-ḏꜣḏꜣ,1,Ramses
𓀠𓍑𓍑󼶫𓁶󼶫𓀀,qꜣ-ḏꜣḏꜣ,2,Ramses
𓀠𓏏,qꜣ,1,AES
𓀠𓏛,qꜣ,7,Ramses
𓀠𓏛,qꜣw,2,AES+Ramses
𓀠𓏛,qꜣi,1,AES
𓀠𓏛,ḫꞽi,1,AES
𓀠𓏛𓀠𓈖𓋞𓈒𓏥,qq-n-nbw,1,AES
𓀠𓏛𓁷𓏤𓏰,qꜣ-ḥr,1,AES
𓀠𓏛𓅓𓈌𓏏𓉐,ḥꜥ-m-ꜣḫ.t-ꞽtn,1,AES
𓀠𓏛𓊗𓏤𓏤,qꜣqꜣ,1,Ramses
𓀠𓏛𓊤𓏲𓀁𓅓𓏲𓋴𓐍𓏏𓏰𓎺𓏏𓉐𓉻𓏏𓏛,qꜣ-ḫrw-m-wsḫ.t-ꜥꜣ.t,1,AES
𓀠𓏭𓏛𓊗􍣡𓀀,qꜣqꜣ,1,Ramses
𓀠𓏲,ḥꜥi,1,AES
𓀠󼶫,qꜣ,1,Ramses
𓀠􄾽𓏛,qꜣ,1,Ramses
𓀢,ꞽꜣ.w,16,AES
𓀢,dwꜣ,4,AES+Ramses
𓀢,ꞽꜣw,4,Ramses
𓀢𓀢,sp,2,AES
𓀢𓏛𓏥,ꞽꜣ.w,7,AES
𓀢𓏛𓏥,ꞽꜣw.w,4,Ramses
𓀢𓏛𓏥,dwꜣw.w,1,Ramses
𓀢𓏥,ꞽꜣw.w,4,Ramses
𓀢𓏥,ꞽꜣ.w,3,AES
𓀢𓏥,ꞽꜣw,3,Ramses
𓀢𓏪,ꞽꜣw.w,2,Ramses
𓀢𓏪,ꞽꜣ.w,1,AES
𓀢𓏲𓀜𓀀,twꜣw,1,Ramses
𓀢󰊮,dwꜣ.w,1,AES
𓀢󰊮𓏥,ꞽꜣw.w,1,Ramses
𓀢󱟘,ꞽꜣ.w,1,AES
𓀢󱟘,ꞽꜣi,1,AES
𓀦,wrš,2,Ramses
𓀦,mnꞽw,1,Ramses
𓀦𓂡𓏪,mnꞽw.w,1,Ramses
𓀦𓄿𓇋𓏲𓏛𓀜𓃒,mnꞽ.w-ꞽḥ.w,1,AES
𓀦𓄿𓇋𓏲𓏛𓀜𓃒,mnꞽw,1,Ramses
𓀦𓄿𓏲𓏏𓀜𓀀𓏥,mnꞽ.w,1,AES
𓀦𓄿𓏲𓏏𓀜𓀀𓏥,mnꞽw.w,1,Ramses
𓀦𓄿𓏲𓏛𓀜,mnꞽw,4,Ramses
𓀦𓄿𓏲𓏛𓀜,mnꞽ.w,3,AES
𓀦𓄿𓏲𓏛𓀜𓀀,mnꞽ.w,2,AES
𓀦𓄿𓏲𓏛𓀜𓀀,mnꞽw,2,Ramses
𓀦𓄿𓏲𓏮𓏛𓀀,mnꞽ.w,1,AES
𓀦𓄿𓏲𓏲𓏛𓀜𓀀,mnꞽ.w,1,AES
𓀦𓄿𓏲𓏲𓏛𓀜𓀀,mnꞽw,1,Ramses
𓀦𓅱𓇋𓇋𓂡𓏥,mnꞽw.w,1,Ramses
𓀦𓇋𓏲𓀜,mnꞽw,2,Ramses
𓀦𓇋𓏲𓀜,mnꞽ.w,1,AES
𓀦𓇋𓏲𓂡,mnꞽw,1,Ramses
𓀦𓇋𓏲𓏛𓀜,mnꞽw,2,Ramses
𓀦𓇋𓏲𓏛𓀜𓀀,mnꞽw,1,Ramses
𓀦𓇋𓏲𓏛𓀜𓀀𓏥,mnꞽw,1,Ramses
𓀦𓇋𓏲𓏛𓀜𓀀𓏥,mnꞽw.w,1,Ramses
𓀦𓇋󼶫𓀜,mnꞽw,4,Ramses
𓀦𓇋󼶫󼶫𓀜,mnꞽw,14,Ramses
𓀦𓇋󼶫󼶫𓀜𓀀,mnꞽw,1,Ramses
𓀦𓇋󼶫󼶫󼶫𓀜,mnꞽw,19,Ramses
𓀦𓇋󼶫󼶫󼶫𓏛𓀜,mnꞽw,1,Ramses
𓀦𓇋󼶫󼶫󼶫􄾽𓄤𓆑𓂋𓀀,mnꞽw-nfr,1,Ramses
𓀦𓏲𓀜,mnꞽw,10,Ramses
𓀦𓏲𓀜,mnꞽw.w,1,Ramses
𓀦𓏲𓀜𓀀,mnꞽw,1,Ramses
𓀦𓏲𓀜𓀀𓏥,mnꞽw.w,11,Ramses
𓀦𓏲𓀜𓃒,mnꞽw,1,Ramses
𓀦𓏲𓂡,mnꞽw,1,Ramses
𓀦𓏲𓂡𓀀,mnꞽw,1,Ramses
𓀦𓏲𓂡𓀀,mnꞽw.w,1,Ramses
𓀦𓏲𓏛𓀜,mnꞽw,5,Ramses
𓀦𓏲𓏛𓀜,mnꞽ.w,2,AES
𓀦𓏲𓏛𓀜,mnꞽ,1,Ramses
𓀦𓏲𓏛𓀜𓀀,mnꞽw,1,Ramses
𓀦𓏲𓏛𓀜𓀀𓏥,mnꞽ.w,1,AES
𓀦𓏲𓏛𓀜𓀀𓏥,mnꞽw.w,1,Ramses
𓀦𓏲𓏛𓀜𓃒𓏥,mnꞽw,2,Ramses
𓀦𓏲𓏛𓀜󼶫󼶫,mnꞽw,1,Ramses
𓀦𓏲𓏛𓀜􄾽,mnꞽw,1,Ramses
𓀦󼶫󼶫𓀜,mnꞽw,3,Ramses
𓀦󼶫󼶫𓀜𓄤𓆑𓂋𓀀,mnꞽw-nfr,1,Ramses
𓀦󼶫󼶫󼶫𓀜,mnꞽw,20,Ramses
𓀦󼶫󼶫󼶫𓀜,ꞽ.mnꞽ,1,Ramses
𓀦󼶫󼶫󼶫𓀜,mnꞽw.w,1,Ramses
𓀦󼶫󼶫󼶫𓀜𓁐,mnꞽw,1,Ramses
𓀦󼶫󼶫󼶫𓀜𓃒𓏥,mnꞽw,1,Ramses
𓀦󼶫󼶫󼶫𓀜𓄤𓆑𓂋𓀀,mnꞽw-nfr,2,Ramses
𓀦󼶫󼶫󼶫𓀜𓅆,mnꞽw,1,Ramses
𓀦󼶫󼶫󼶫󼶫𓀜,mnꞽw,1,Ramses
𓀦󼶫󼶫󼶫􄾽,mnꞽw,1,Ramses
𓀦󼶫󼶫󼶫􄾽𓏛𓀜,mnꞽw,1,Ramses
𓀧,ḫwsꞽ,1,Ramses
𓀨,qd,66,AES+Ramses
𓀨,špsi,1,AES
𓀨,sbꜣ,1,AES
𓀨𓀀𓏥,qd.w,1,Ramses
𓀨𓀜,qd,63,AES+Ramses
𓀨𓀜,ꞽ.qd,6,Ramses
𓀨𓀜,qd.w,1,Ramses
𓀨𓀜𓀀,qd,11,Ramses
𓀨𓀜𓀀,qd.w,1,AES
𓀨𓀜𓀀,ꞽqd.w,1,AES
𓀨𓀜𓀀𓏥,qd.w,3,Ramses
𓀨𓀜𓁷𓏤𓄿𓐍𓏏󼶫󼶫𓆑𓀀,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓀜𓄿𓐍󼶫󼶫󼶫𓆑,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓀜𓈖,qd.n,2,Ramses
𓀨𓀜𓈖,qd,1,AES
𓀨𓀜𓍘,qd.tꞽ,1,Ramses
𓀨𓀜𓏏𓏲,qd,3,AES+Ramses
𓀨𓀜𓏛𓀀𓏥,qd,1,Ramses
𓀨𓀜𓏤,qd,1,Ramses
𓀨𓀜𓏪,qd.w,2,AES
𓀨𓀜𓐍𓏏𓏏𓏛𓏥𓆑𓀀,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓀜𓐍𓏏𓏛𓏏󼶫󼶫𓆑,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓀜𓐍𓏏𓏯𓆑,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓂡,qd,4,AES+Ramses
𓀨𓂡,qd.w,1,AES
𓀨𓂡𓈖,qd,1,AES
𓀨𓂡𓏥,qd,1,AES
𓀨𓄿𓐍𓏏𓏛𓏥𓆑,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓄿𓐍𓏏𓏛𓏥𓆑𓀀,qd-ḥr-ꜣḫ.t.f,2,Ramses
𓀨𓄿𓐍𓏏𓏛𓏥󼶫󼶫𓆑𓀀,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓄿𓐍𓏏󼶫𓆑,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓄿𓐍𓏏󼶫𓏛𓏥󼶫󼶫𓆑𓀀,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓄿𓐍𓏏󼶫󼶫󼶫𓆑,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓄿󼶫𓀜,qd,2,Ramses
𓀨𓇋𓏲𓀜,qd,2,AES
𓀨𓇋𓏲𓀜𓏤𓏛,qd,1,AES
𓀨𓇋𓏲𓏛𓀜,qd,6,AES
𓀨𓇋𓏲𓏛𓀜,qdi,1,AES
𓀨𓇋𓏲𓏛𓀜𓈖𓏏𓏲,qd,1,AES
𓀨𓇓𓅱𓆓𓊃𓆑,qd-sw-ḏs=f,5,AES
𓀨𓇓𓏲𓆓𓊃𓆑,qd-sw-ḏs=f,1,AES
𓀨𓈖,qd.n,2,Ramses
𓀨𓍘𓇋,qd.tꞽ,1,Ramses
𓀨𓏛𓀜,qd,6,Ramses
𓀨𓏛𓀜𓀀,qd,1,Ramses
𓀨𓏛𓀜𓈖,qd.n,1,Ramses
𓀨𓏤𓀀,qd,1,Ramses
𓀨𓏪,qd,2,AES+Ramses
𓀨𓏲𓀜,qd,2,AES+Ramses
𓀨𓏲𓀜𓀀𓏥,qd.w,1,AES
𓀨𓏲𓂝𓀀,qd.w,3,AES
𓀨𓏲𓅪𓏏𓈒𓏥,ꞽqd.w-nḏs.t,1,AES
𓀨𓏲𓏲𓏭𓏛𓀜𓍘𓇋,qd.tꞽ,1,Ramses
𓀨𓐍𓏏𓏛𓏏𓏲𓆑,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓐍𓏏𓏛𓏏󼶫󼶫𓆑,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨𓐍𓏏𓏛𓏥󼶫󼶫𓆑𓀀,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨󼶫𓏛𓀜,qd,1,Ramses
𓀨󼶫󼶫𓀜,qd,1,Ramses
𓀨󼶫󼶫𓄿𓐍𓏏󼶫𓆑𓀀,qd-ḥr-ꜣḫ.t.f,1,Ramses
𓀨󼶫󼶫󼶫𓀜,qd,2,Ramses
𓀨󼶫󼶫󼶫𓏛𓀜,qd,1,Ramses
𓀨􄾽𓀜,qd,1,Ramses
𓀪𓏏𓏭,ꜥf.tꞽ,7,AES
𓀫,qrs,1,AES
𓀫𓋴𓏏𓊖,qꞽs,1,Ramses
𓀫𓋴𓏭𓀀,qꞽs,1,AES
𓀫𓋴𓏭𓊖,qꞽs,1,AES
𓀫𓏏𓏰𓊖,qꞽs,1,AES
𓀬𓋴𓏭𓊖,qꞽs,1,Ramses
𓀭,=ꞽ,415,AES+Ramses
𓀭,=f,5,AES+Ramses
𓀭,nṯr,2,AES+Ramses
𓀭,=k,1,Ramses
𓀭,ꞽꜣw.t,1,Ramses
𓀭,wꞽ,1,Ramses
𓀭𓀭,rmṯ.w,1,Ramses
𓀭𓀭𓀭𓀭,ꞽfd.t,1,AES
𓀭𓀭𓀭𓊹𓉻,nṯr-ꜥꜣ,1,AES
𓀭𓅱,ꞽr.t,1,AES
𓀭𓅱𓂡,w,2,Ramses
𓀭𓆑,=f,9,Ramses
𓀭𓈒𓏥,nsw.wt,1,Ramses
𓀭𓈖𓈖𓏥,=n,3,Ramses
𓀭𓈖𓈖𓏥,=tn,3,Ramses
𓀭𓎡,=k,10,Ramses
𓀯,=ꞽ,312,AES+Ramses
𓀯,wꞽ,7,Ramses
𓀯,ꞽ,3,Ramses
𓀯,=f,1,AES
𓀰,=ꞽ,659,AES+Ramses
𓀰,wꞽ,7,AES+Ramses
𓀰,ꞽ,3,Ramses
𓀰,=f,2,AES
𓀰𓂋𓂧𓂾𓂾𓈖𓎟𓇿𓇿,ꞽr.ꞽ-rd.wꞽ-n-nb-ṯꜣ.wꞽ,1,AES
𓀰𓎟,nb,1,Ramses
𓀰𓏪,nsw.wt,1,Ramses
𓀱,=ꞽ,191,AES+Ramses
𓀱,wꞽ,5,Ramses
𓀱,ꞽ,1,Ramses
𓀱𓄿𓏲𓂡,sꜣw,1,Ramses
𓀱𓏲𓂡,sꜣw,1,Ramses
𓀴,=ꞽ,6,Ramses
𓀸,mnꞽ.w,7,AES
𓀸,sꜣu̯,4,AES
𓀸,nr,3,AES
𓀸,sꜣ.w,3,AES
𓀸,ꞽry,2,Ramses
𓀸,sꜣwty.w,1,Ramses
𓀸𓀜,sꜣw,1,Ramses
𓀸𓂝𓏏𓉐𓈖𓉒,ꞽr.ꞽ-ꜥ.t-n-pr-ḥḏ,1,AES
𓀸𓂡󼶫󼶫󼶫𓀜𓀀,sꜣw,2,Ramses
𓀸𓂣𓏏𓉐,ꞽr.ꞽ-ꜥ.t,2,AES
𓀸𓄤𓆑𓂋𓀀,ꞽry-nfr,1,Ramses
𓀸𓄿𓀜,sꜣw,4,Ramses
𓀸𓄿𓀜,sꜣu̯,1,AES
𓀸𓄿𓀜𓀀,sꜣw,1,Ramses
𓀸𓄿𓀜𓍘𓇋,sꜣu̯,1,AES
𓀸𓄿𓂡,sꜣu̯,1,AES
𓀸𓄿𓂡𓏥,sꜣu̯,1,AES
𓀸𓄿𓄿𓀜,sꜣu̯,3,AES
𓀸𓄿𓄿𓀜,sꜣ,1,AES
𓀸𓄿𓄿𓂡𓏥,sꜣu̯,1,AES
𓀸𓄿𓄿𓂻,sꜣi,1,AES
𓀸𓄿𓄿𓇋𓇋𓂻𓀀,sꜣꜣꞽ,1,AES
𓀸𓄿𓄿𓏲𓀜𓀀,sꜣw,1,Ramses
𓀸𓄿𓅱,sꜣw,1,Ramses
𓀸𓄿𓅱𓀜,sꜣ.wt,1,AES
𓀸𓄿𓅱𓀜,sꜣw,1,Ramses
𓀸𓄿𓅱𓀜,sꜣw.t,1,Ramses
𓀸𓄿𓅱𓂡,sꜣu̯,2,AES
𓀸𓄿𓇋𓇋𓏲𓏏𓏫𓀀𓏥,sꜣ.wtꞽ,1,AES
𓀸𓄿𓉿𓂡𓁐𓏥𓏌𓏤𓋴𓃀𓐍𓏏𓏰󳫣𓈙𓇾𓏏𓍔𓄿𓏲𓏴𓏛𓏛𓏥𓅆,zꜣ.ww-n.w-sbḫ.wt-štꜣ.wt,1,AES
𓀸𓄿𓏏𓏭𓂡,sꜣw,1,Ramses
𓀸𓄿𓏏𓏭𓅂𓀜𓀀,sꜣwty,1,Ramses
𓀸𓄿𓏏𓏲𓏭𓅂𓀜,sꜣwty,3,Ramses
𓀸𓄿𓏲𓀜,sꜣw,13,AES+Ramses
𓀸𓄿𓏲𓀜,sꜣu̯,7,AES
𓀸𓄿𓏲𓀜,sꜣr,2,AES
𓀸𓄿𓏲𓀜,sꜣ.w,1,AES
𓀸𓄿𓏲𓀜𓀀𓏥,sꜣw,1,Ramses
𓀸𓄿𓏲𓀜𓂝𓏤𓀀𓏥,sꜣw-ꜥ.w,1,Ramses
𓀸𓄿𓏲𓀜𓈖,sꜣw,1,AES
𓀸𓄿𓏲𓀜𓏏𓏲,sꜣw,1,Ramses
𓀸𓄿𓏲𓀜𓏛𓏤,sꜣ.w,1,AES
𓀸𓄿𓏲𓀜𓏛𓏥,sꜣw.w,1,Ramses
𓀸𓄿𓏲𓀜𓏱,sꜣw,1,AES
𓀸𓄿𓏲𓂝𓂝𓏤𓅪,sꜣw,1,Ramses
𓀸𓄿𓏲𓂝𓏤𓅪𓀀,sꜣw-ꜥ,2,Ramses
𓀸𓄿𓏲𓂡,sꜣu̯,2,AES
𓀸𓄿𓏲𓂡,sꜣw,2,Ramses
𓀸𓄿𓏲𓂡𓏥,sꜣu̯,1,AES
𓀸𓄿𓏲𓌪,sꜣw,1,Ramses
𓀸𓄿𓏲𓌪𓂡𓏫,sꜣw,1,Ramses
𓀸𓄿𓏲𓏏𓏭𓀜,sꜣw,1,Ramses
𓀸𓄿𓏲𓏏𓏭𓀜𓀀,sꜣwty,2,Ramses
𓀸𓄿𓏲𓏏𓏭𓅂𓀜,sꜣwty,1,Ramses
𓀸𓄿𓏲𓏏𓏭𓅂𓀜𓀀,sꜣwty,1,Ramses
𓀸𓄿𓏲𓏛𓀜,sꜣw,69,Ramses
𓀸𓄿𓏲𓏛𓀜,sꜣu̯,17,AES
𓀸𓄿𓏲𓏛𓀜,sꜣw.w,8,Ramses
𓀸𓄿𓏲𓏛𓀜,sꜣ.w,1,AES
𓀸𓄿𓏲𓏛𓀜𓀀,sꜣw,3,Ramses
𓀸𓄿𓏲𓏛𓀜𓀀,sꜣ.w,1,AES
𓀸𓄿𓏲𓏛𓀜𓀀𓏥,sꜣw.w,8,Ramses
𓀸𓄿𓏲𓏛𓀜𓀀𓏥,sꜣu̯,1,AES
𓀸𓄿𓏲𓏛𓀜𓀀𓏫,sꜣw.w,1,Ramses
𓀸𓄿𓏲𓏛𓀜𓁷𓏤𓏰𓏥𓆈𓏏𓏥𓇋𓆇𓏲𓀾𓏛𓏥,zꜣ.w-ḥr.w-ꜥšꜣ-ꞽr.w,1,AES
𓀸𓄿𓏲𓏛𓀜𓂝𓏏𓏤𓄹𓏫,sꜣw-ꜥ.w,1,Ramses
𓀸𓄿𓏲𓏛𓀜𓂸𓏏𓏲𓏏𓂐𓏏,zꜣ.w-mtw.t,1,AES
𓀸𓄿𓏲𓏛𓀜𓍘𓇋,sꜣw.tw,1,Ramses
𓀸𓄿𓏲𓏛𓀜󼶫󼶫𓏊󼶫𓀀,sꜣw-ẖnmw,1,Ramses
𓀸𓄿𓏲𓏤𓏛𓀜,sꜣu̯,3,AES
𓀸𓄿𓏲𓏤𓏛𓀜,sꜣw,3,AES
𓀸𓄿𓏲𓏤𓏛𓀜𓁐𓏥𓍋𓅓𓂋𓅪𓏥,zꜣ.ww-mr.w,1,AES
𓀸𓄿𓏲𓏤𓏛𓀜𓏲𓏏,sꜣw,1,AES
𓀸𓄿𓏲𓏫,sꜣw,1,Ramses
𓀸𓄿𓏲𓏭𓏛,sꜣ,1,AES
𓀸𓄿𓏲𓏭𓏛,sꜣw,1,Ramses
𓀸𓄿𓏲𓏭𓏛𓀜,sꜣw,7,Ramses
𓀸𓄿𓏲𓏲𓏛𓀜,sꜣw,2,Ramses
𓀸𓄿𓏲𓏲𓏭𓏛𓀜,sꜣw,1,Ramses
𓀸𓄿𓏲𓏴𓂡,sꜣw,6,Ramses
𓀸𓄿𓏲𓏴𓂡𓂝𓏤𓀀𓏥,sꜣw-ꜥ.w,1,Ramses
𓀸𓄿𓏲𓏴𓅪,sꜣu̯,1,AES
𓀸𓄿𓏲𓏴𓅪,sꜣw,1,Ramses
𓀸𓄿𓏲𓏴𓌪𓂡,swꜣ,2,Ramses
𓀸𓄿𓏲􄾽,sꜣw,1,Ramses
𓀸𓄿𓏲􄾽𓀜,sꜣw,2,Ramses
𓀸𓄿𓏲􄾽𓏛𓀜,sꜣw,6,AES+Ramses
𓀸𓄿𓏴𓂡,sꜣw,5,Ramses
𓀸𓄿𓏴𓂡𓂝𓏤,sꜣw-ꜥ,1,Ramses
𓀸𓄿󼶫𓏛𓀜,sꜣw,2,Ramses
𓀸𓄿󼶫󼶫,sꜣw,1,Ramses
𓀸𓄿󼶫󼶫𓀜,sꜣw,4,Ramses
𓀸𓄿󼶫󼶫𓀜,sꜣu̯,1,AES
𓀸𓄿󼶫󼶫𓏛𓀜,sꜣw,1,Ramses
𓀸𓄿󼶫󼶫󼶫𓀜,sꜣw,3,Ramses
𓀸𓄿󼶫󼶫󼶫𓀜,sꜣw.w,2,Ramses
𓀸𓄿󼶫󼶫󼶫𓀜𓀀,sꜣw,1,Ramses
𓀸𓄿󼶫􄾽𓏛𓀜,sꜣw,1,Ramses
𓀸𓅀𓏲𓏛𓀜,sꜣw,1,Ramses
𓀸𓅱,mnꞽ.w,2,AES
𓀸𓅱,šms.w,1,AES
𓀸𓅱,sꜣ.w,1,AES
𓀸𓅱𓀀,mnꞽ.w,2,AES
𓀸𓅱𓀜,sꜣw,1,Ramses
𓀸𓅱𓀜𓀀,sꜣw,1,Ramses
𓀸𓅱𓀭,mnꞽ.w,1,AES
𓀸𓅱𓂡,sꜣw,3,Ramses
𓀸𓅱𓏏𓏭,sꜣwty,1,Ramses
𓀸𓅱𓏏𓏭𓀜,sꜣwty,1,Ramses
𓀸𓅱𓏭,sꜣw,1,Ramses
𓀸𓅱􌗅,sꜣw,1,Ramses
𓀸𓇋𓄿𓏲𓀜𓏛𓏤,sꜣu̯,1,AES
𓀸𓇋𓏲𓀜,mnꞽw,1,Ramses
𓀸𓇋󼶫󼶫𓀜,mnꞽw,1,Ramses
𓀸𓇋󼶫󼶫𓏲𓀜,sꜣw,1,Ramses
𓀸𓇾𓈇𓏤,zꜣ-tꜣ,1,AES
𓀸𓇾𓏤𓈇𓈎𓈖𓏌𓏲𓏴𓏛𓀜,sꜣ.w-tꜣ-qn,1,AES
𓀸𓈖,sꜣu̯,2,AES
𓀸𓉿𓂡𓀀𓏥,sꜣw.w,1,Ramses
𓀸𓉿𓂡𓁐𓏥𓏌𓏤𓋴𓃀𓐍𓏏𓏰󳫣𓉐𓈙𓇾𓏴𓏛𓉐𓏫,zꜣ.ww-n.w-sbḫ.wt-štꜣ.wt,1,AES
𓀸𓉿𓂡𓁐𓏥𓏌𓏤𓋴𓃀𓐍𓏏𓏰󳫣𓉐𓏫𓈙𓇾𓏴𓏛𓏤𓏫,zꜣ.ww-n.w-sbḫ.wt-štꜣ.wt,1,AES
𓀸𓊔𓊖,rꜥ-nḫn,1,AES
𓀸𓌔𓏏𓏤,ꞽr.ꞽ-pḏ.t,1,AES
𓀸𓌡𓂝𓏲𓅪,wꜥꜥ.w,1,AES
𓀸𓏏𓂻,sꜣw.t,1,Ramses
𓀸𓏏𓏭𓀀𓏥,sꜣwty.w,1,Ramses
𓀸𓏏𓏭𓂡,sꜣwty.w,1,Ramses
𓀸𓏛,sꜣ,1,AES
𓀸𓏛𓏥,sꜣ.w,1,AES
𓀸𓏛𓏥,ꞽrꞽ,1,AES
𓀸𓏛𓏲𓏫,sꜣ.w,1,Ramses
𓀸𓏤𓅱,mnꞽ.w,1,AES
𓀸𓏲,mnꞽ.w,1,AES
𓀸𓏲,sꜣ.w,1,AES
𓀸𓏲,sꜣu̯,1,AES
𓀸𓏲𓀀,mnꞽ.w,2,AES
𓀸𓏲𓀀,sꜣ.w,1,AES
𓀸𓏲𓀀𓏥,mnꞽ.w,3,AES
𓀸𓏲𓀜,sꜣw,2,Ramses
𓀸𓏲𓀜,sꜣu̯,1,AES
𓀸𓏲𓀜􄾽,sꜣw,1,Ramses
𓀸𓏲𓇋𓇋𓀀,sꜣwy,1,Ramses
𓀸𓏲𓊪𓏲𓀀,mnꞽw-pw,1,Ramses
𓀸𓏲𓏏𓏭𓅂𓀜𓀀,sꜣwty,1,Ramses
𓀸𓏲𓏛𓀜,mnꞽw,1,Ramses
𓀸𓏲𓏛𓀜,sꜣw,1,Ramses
𓀸𓐍𓏏,ꞽr.ꞽ-ꞽḫ.t,1,AES
𓀸𓐍𓏏𓏛𓏥,ꞽr.ꞽ-ꞽḫ.t,2,AES
𓀸󼶫𓀜,sꜣw,2,Ramses
𓀸󼶫𓏛𓀜,sꜣw,2,Ramses
𓀸󼶫󼶫,sꜣw,4,Ramses
𓀸󼶫󼶫𓀜,sꜣw,21,Ramses
𓀸󼶫󼶫𓀜,sꜣw.w,1,Ramses
𓀸󼶫󼶫𓀜𓀀,sꜣw,1,Ramses
𓀸󼶫󼶫𓀜􄾽,sꜣw,2,Ramses
𓀸󼶫󼶫𓏛𓀜,sꜣw,6,Ramses
