group,reading,freq,source
𓈎𓄿𓍑𓄿𓍯𓄿𓂧𓄿𓈖𓄿𓌙𓈉,qḏwdn,4,Ramses
𓈎𓄿𓍑𓄿𓍯𓄿𓈖𓄿𓏏𓏭𓌙𓈉,qḏwdn,1,Ramses
𓈎𓄿𓍑𓄿𓍯𓄿𓏭𓂋𓏤𓏋𓏫,qḏwr,1,Ramses
𓈎𓄿𓍑𓄿𓍯𓄿󼶫󼶫󼶫𓌙𓈉,qḏwdn,1,Ramses
𓈎𓄿𓍑𓄿𓏏𓄹,qḏt,2,Ramses
𓈎𓄿𓍑𓄿𓏫,qḏ,1,Ramses
𓈎𓄿𓍑𓄿𓏭𓂋𓏤𓂧𓏭𓇋𓇋𓌙𓀀,qḏr-dy,1,Ramses
𓈎𓄿𓍑𓄿𓏭𓂋𓏤𓈔,qrḏn,1,Ramses
𓈎𓄿𓍑𓄿𓏲𓈒𓏥,qḏ,2,Ramses
𓈎𓄿𓍑𓄿𓏲𓏊𓏥,qḏ,2,Ramses
𓈎𓄿𓍑𓄿𓏲𓏛𓀜,qḏ,1,Ramses
𓈎𓄿𓍑𓄿𓏲𓏛𓀜𓀀,qḏ,1,Ramses
𓈎𓄿𓍑𓄿􄾽,qḏ,4,Ramses
𓈎𓄿𓍑𓅓𓍑𓅓𓏴𓂡,qḏḏ,1,Ramses
𓈎𓄿𓍑𓅱𓊌𓏥,qḏ,1,AES
𓈎𓄿𓍑𓈒𓏥,qḏ,1,Ramses
𓈎𓄿𓍑𓊌𓏥,qḏ,1,Ramses
𓈎𓄿𓍑𓍯𓂧𓈖𓈉,qḏwdn,1,Ramses
𓈎𓄿𓍑󼶫𓂋𓏤𓅯𓀀,qḏr,1,Ramses
𓈎𓄿𓍑󼶫𓊌𓏥,qḏ,1,Ramses
𓈎𓄿𓍑􄾽,qḏ,1,Ramses
𓈎𓄿𓎛𓄿𓈇𓏤𓀀,qꜣ-ḥꜣ,1,Ramses
𓈎𓄿𓎛𓊌,qꜣḥ,1,AES
𓈎𓄿𓎛𓊌𓏥,qꜣḥ,1,AES
𓈎𓄿𓎛𓏋𓌙,qmḥ.w-qmꜣ,1,AES
𓈎𓄿𓏇𓇋𓇋𓈒𓏥,qmꞽ.t,1,AES
𓈎𓄿𓏇𓇋𓇋𓈒𓏥,qmy.t,1,Ramses
𓈎𓄿𓏇𓇋𓇋𓏊,qmꞽ.t,1,AES
𓈎𓄿𓏇𓇋𓇋𓏋𓏥,qmy,1,Ramses
𓈎𓄿𓏇𓇋𓈒𓏥,qmy.t,1,Ramses
𓈎𓄿𓏇𓇋𓏊𓏪,qmꞽ.t,1,AES
𓈎𓄿𓏏𓀠,qꜣ,2,AES
𓈎𓄿𓏏𓀠,qꜣi,2,AES
𓈎𓄿𓏏𓀠𓏛,qꜣ,1,AES
𓈎𓄿𓏏𓈇𓊖,qꜣy.t,1,Ramses
𓈎𓄿𓏏𓈒𓏪,qꜣꜣ.t,1,AES
𓈎𓄿𓏏𓌙𓀏,qꜣ.t,1,Ramses
𓈎𓄿𓏏𓏛,qꜣ.t,1,Ramses
𓈎𓄿𓏛,qꞽ,1,Ramses
𓈎𓄿𓏤,qꜣ,1,Ramses
𓈎𓄿𓏤𓍑𓄿𓈒𓏥,qḏ,1,Ramses
𓈎𓄿𓏭𓂋𓏤𓂋𓏤𓏏𓈇𓏤,qrr.t,1,Ramses
𓈎𓄿𓏭𓂋𓏤𓇋𓄿𓐎𓏏𓈇𓏤,qꜣꜣ,1,AES
𓈎𓄿𓏭𓂋𓏤𓇋𓄿𓐎𓏏𓈇𓏤,qꜣrꞽꜣ.t,1,Ramses
𓈎𓄿𓏭𓂋𓏤𓇋𓏲𓐎𓏏𓈇𓏤𓏫,qꜣꜣ,1,AES
𓈎𓄿𓏭𓂋𓏤𓇋𓏲𓐎𓏏𓈇𓏫,qꜣrꞽw,1,Ramses
𓈎𓄿𓏭𓂋𓏤𓈎𓄿𓅓𓂝𓆷𓄿𓌙𓈉,krkmš,2,Ramses
𓈎𓄿𓏭𓂋𓏤𓈎𓄿𓏭𓂋𓏤𓏖,qrr.t,1,Ramses
𓈎𓄿𓏭𓂋𓏤𓉻𓏛𓀁𓏛𓏥,qrꜥ,1,Ramses
𓈎𓄿𓏭𓂋𓏤𓊛,qrr,1,Ramses
𓈎𓄿𓏭𓂋𓏤𓍑𓄿𓈖𓄿𓈔,qrḏn,3,Ramses
𓈎𓄿𓏭𓂋𓏤𓍘𓇋𓂝𓈖𓃀𓏲𓌙𓈉,qrt-ꜥnb,1,Ramses
𓈎𓄿𓏭𓂋𓏤𓍼𓏤,qr,1,Ramses
𓈎𓄿𓏭𓂋𓏤𓏏𓈇𓏤,qrr.t,1,Ramses
𓈎𓄿𓏭𓂋𓏤𓏭𓂋𓏤𓀀,qrr,1,Ramses
𓈎𓄿𓏭𓍑𓍯𓂧𓈖𓈉,qḏwdn,1,Ramses
𓈎𓄿𓏲𓀠𓏛,qꜣw,2,Ramses
𓈎𓄿𓏲𓂋𓏤𓊛𓂡𓀀𓏪,qwr.w,1,Ramses
𓈎𓄿𓏲𓈒𓏥,qꜣw,4,Ramses
𓈎𓄿𓏲𓍘𓇋𓏏𓆱,qw.t,1,Ramses
𓈎𓄿𓏲𓏏𓊛,qwr,2,Ramses
𓈎𓄿𓐠𓏤𓀀,qs,1,Ramses
𓈎𓄿𓐠𓏤𓇿𓂡𓏫,qꜣs.w,1,Ramses
𓈎𓄿󼶫𓀠𓂧𓏏𓏤,qꜣ-ḏr.t,1,Ramses
𓈎𓄿󼶫󼶫𓀠𓂧𓏤𓀀,qꜣ-ḏr.t,2,Ramses
𓈎𓄿􄾽𓂋𓏤𓂋𓏤𓏏𓈇𓏤,qrr.t,2,Ramses
𓈎𓄿􄾽𓍑𓄿𓊌𓏥,qḏ,1,Ramses
𓈎𓅀𓈅𓏤,qꜣy.t,1,Ramses
𓈎𓅁𓅓𓌙𓅯,qmꜣ,1,Ramses
𓈎𓅁𓌙𓅯,qmꜣ,4,Ramses
𓈎𓅁𓌙𓅯𓏛,qmꜣ,2,Ramses
𓈎𓅁𓌙󴟄𓏛,qmꜣ,1,AES
𓈎𓅁𓐛𓌙󴟄𓈖,qmꜣ.n,1,Ramses
𓈎𓅆,ḥqꜣ,1,Ramses
𓈎𓅓𓂧𓀁,qmd,1,AES
𓈎𓅓𓃀𓏏𓄹,qꜣb.t,1,AES
𓈎𓅓𓆓𓁿,qmd,1,AES
𓈎𓅓𓋴𓐍,qꜣs,1,AES
𓈎𓅓𓎛𓅱𓌚𓈎𓏏𓏐,qmḥ.w-qmꜣ,1,AES
𓈎𓅓𓎛𓅱𓎛𓏳,qmḥ.w-qmꜣ,1,AES
𓈎𓅓𓎛𓌚𓌳,qmḥ.w-qmꜣ,1,AES
𓈎𓅓𓎛𓌚𓏖,qmḥ.w-qmꜣ,1,AES
𓈎𓅓𓏏𓏭𓀁,qmd,2,AES
𓈎𓅧,ꜥq,4,AES
𓈎𓅧𓂻,ꜥq,5,AES+Ramses
𓈎𓅧𓂻𓄣𓏤,ꜥq-ꞽb,1,AES
𓈎𓅧𓎡𓅱𓇋,ꜥq.kwꞽ,1,Ramses
𓈎𓅱,qꜣ,1,AES
𓈎𓅱𓂋𓏤𓂡𓏥,qwr.w,1,Ramses
𓈎𓅱𓈍,qꜣ-ḫꜥ.w,1,AES
𓈎𓅱𓈎𓈒𓈓,qwqw.w,1,Ramses
𓈎𓅱𓊌𓏥𓏏𓏑𓎺𓌉,qꜣw-tꜥ-ḥḏ,1,AES
𓈎𓅱𓌽𓏥𓏏𓏑𓌉,qꜣw-tꜥ-ḥḏ,1,AES
𓈎𓆄𓆄,qꜣ-šw.tꞽ,1,AES
𓈎𓆑𓄿𓏏𓏯𓏛𓏥,qfꜣ.t,1,Ramses
𓈎𓆑𓄿𓏲𓏏𓆰𓏤,qfꜣ.t,1,Ramses
𓈎𓆑𓆄𓏛𓏥,qfꜣ.t,1,Ramses
𓈎𓆑𓈎𓆑𓏒𓏥,gfgf,1,Ramses
𓈎𓆑𓈖𓊮,qfn,4,AES
𓈎𓆑𓏌𓅱𓊮,qfnꞽ,1,AES
𓈎𓇋𓀾,qꞽ,17,AES+Ramses
𓈎𓇋𓀾𓏛,qꞽ,4,AES+Ramses
𓈎𓇋𓀾𓏛𓈖𓈖𓏥,qꞽ-nn,1,Ramses
𓈎𓇋𓀾𓏛𓏛,qꞽ,1,AES
𓈎𓇋𓀾𓏛𓏥,qꞽ,2,Ramses
𓈎𓇋𓀾󰊮,qꞽ,2,Ramses
𓈎𓇋𓂾𓂻,r-qr,1,Ramses
𓈎𓇋𓆙,qꞽ,1,AES
𓈎𓇋𓇋𓀾𓏛,qꞽ,1,Ramses
𓈎𓇋𓇋𓂢,rq.w,1,AES
𓈎𓇋𓇋𓅪𓏥,qy.w,1,Ramses
𓈎𓇋𓇋𓏏,ꜥq.ꞽt,1,AES
𓈎𓇋𓇋𓏏𓈇𓊖𓏤,qꜣy.t,2,Ramses
𓈎𓇋𓇋𓏏𓈇𓏤,qꜣ.t,2,Ramses
𓈎𓇋𓇋𓏏𓈇𓏤,qꜣy.t,2,Ramses
𓈎𓇋𓇋𓏏𓏛𓀜,qꜣꞽ.t,1,Ramses
𓈎𓇋𓇋𓏛𓅆,qꞽ,1,Ramses
𓈎𓇋𓋴𓀁,qꞽs,3,AES
𓈎𓇋𓋴𓂐𓏥,qꞽs,1,AES
𓈎𓇓𓅱𓏲,bqs.w,1,AES
𓈎𓈇𓏤,qꜣy.t,1,Ramses
𓈎𓈇𓏤𓊖,qꜣy,1,Ramses
𓈎𓈍𓅱,qꜣ-ḫꜥ.w,7,AES
𓈎𓈎,wnm,1,AES
𓈎𓈎𓀁,wnm,3,AES
𓈎𓈎𓀁,qq,2,AES+Ramses
𓈎𓈎𓄑𓀁,qq,1,Ramses
𓈎𓈎𓄑𓏭𓀁,wnm,2,AES
𓈎𓈎𓄿𓏭𓄑𓀁,qq,2,AES
𓈎𓈎𓇋𓄿𓈔,qqꞽ,1,Ramses
𓈎𓈎𓈖,wnm,1,AES
𓈎𓈎𓈖𓏴,qnqn,1,AES
𓈎𓈎𓏏𓄑𓀁𓎛𓏲𓍯𓄿𓏲𓐏𓏥𓄖𓏮𓆑,wnm-ḥwꜣꜣ.wt-n.t-pḥ.wꞽ=f,1,AES
𓈎𓈎𓏏𓊛,qꜣqꜣ.w,1,AES
𓈎𓈎𓏭𓄑𓀁,qq,3,AES
𓈎𓈎𓏭𓄑𓀁,wnm,2,AES
𓈎𓈎𓏭𓄑𓀁𓍘𓏰,wnm,1,AES
𓈎𓈎𓏭𓄑𓈒𓏥,qq,1,AES
𓈎𓈖,qn,5,AES+Ramses
𓈎𓈖,qni,1,AES
𓈎𓈖𓀜,qn,26,AES+Ramses
𓈎𓈖𓀜,qni,3,AES
𓈎𓈖𓀜,qnqn,1,Ramses
𓈎𓈖𓀜𓀀,qn,56,AES+Ramses
𓈎𓈖𓀜𓀀𓏥,qn,1,Ramses
𓈎𓈖𓀜𓀀𓏥,qn.w,1,Ramses
𓈎𓈖𓀜𓁷,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓀜𓁷𓄗𓏏𓏤𓆑,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓀜𓁷𓄗𓏤𓆑𓀀,qn-ḥr-ḫpš.f,2,Ramses
𓈎𓈖𓀜𓁷𓏤,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓀜𓁷𓏤𓂡𓄗𓆑,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓀜𓁷𓏤𓄗𓂡𓀀𓆑,qn-ḥr-ḫpš.f,2,Ramses
𓈎𓈖𓀜𓁷𓏤𓄗𓂡𓆑,qn-ḥr-ḫpš.f,4,Ramses
𓈎𓈖𓀜𓁷𓏤𓄗𓂡𓆑𓀀,qn-ḥr-ḫpš.f,34,Ramses
𓈎𓈖𓀜𓁷𓏤𓄗𓂡𓏤𓆑𓀀,qn-ḥr-ḫpš.f,2,Ramses
𓈎𓈖𓀜𓁷𓏤𓄗𓆑𓀀,qn-ḥr-ḫpš.f,2,Ramses
𓈎𓈖𓀜𓁷𓏤𓄗𓏏𓏤𓆑,qn-ḥr-ḫpš.f,4,Ramses
𓈎𓈖𓀜𓁷𓏤𓄗𓏏𓏤𓆑𓀀,qn-ḥr-ḫpš.f,14,Ramses
𓈎𓈖𓀜𓁷𓏤𓄗󼶫󼶫𓆑𓀀,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓀜𓁷𓏤𓄗􄾽􄾽𓆑𓀀,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓀜𓁷𓏤𓐍𓊪𓈙𓄗𓀜𓆑𓀀,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓀜𓄗𓂡,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓀜𓄗𓂡𓆑,qn-ḥr-ḫpš.f,5,Ramses
𓈎𓈖𓀜𓄗𓂡𓆑𓀀,qn-ḥr-ḫpš.f,8,Ramses
𓈎𓈖𓀜𓄗𓆑,qn-ḥr-ḫpš.f,2,Ramses
𓈎𓈖𓀜𓄗𓆑𓀀,qn-ḥr-ḫpš.f,7,Ramses
𓈎𓈖𓀜𓄗𓏏𓆑,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓀜𓄗𓏏𓏤𓆑𓀀,qn-ḥr-ḫpš.f,2,Ramses
𓈎𓈖𓀜𓄗󼶫𓆑𓀀,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓀜𓄝𓇋𓇋𓀀,qn-sṯy,1,Ramses
𓈎𓈖𓀜𓄝𓏲𓀀,qn-sṯy,1,Ramses
𓈎𓈖𓀜𓅓𓀸󼶫𓀜,qn-m-sꜣw,1,Ramses
𓈎𓈖𓀜𓇋𓇋𓋉𓊾𓀀,qny-mnw,1,Ramses
𓈎𓈖𓀜𓇋𓏠𓈖𓀀,qn-ꞽmn,2,Ramses
𓈎𓈖𓀜𓈖,qni,1,AES
𓈎𓈖𓀜𓈖,qnn,1,AES
𓈎𓈖𓀜𓈖𓄿,qn-nꜣ,5,Ramses
𓈎𓈖𓀜𓈖𓄿𓀀,qn-nꜣ,31,Ramses
𓈎𓈖𓀜𓈖𓄿􄾽,qn-nꜣ,1,Ramses
𓈎𓈖𓀜𓈖𓏭􄾽𓋉𓊾𓀀,qny-mnw,1,Ramses
𓈎𓈖𓀜𓋉𓊾𓀀,qny-mnw,2,Ramses
𓈎𓈖𓀜𓏛𓀀,qn,1,Ramses
𓈎𓈖𓀜𓏥,qn.w,1,Ramses
𓈎𓈖𓀜󼶫𓀀,qn,2,Ramses
𓈎𓈖𓀜󼶫󼶫𓄗𓆑,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓁷𓏤𓄗𓂡𓆑𓀀,qn-ḥr-ḫpš.f,1,Ramses
𓈎𓈖𓂘𓂡,qnꞽ,10,Ramses
𓈎𓈖𓂘𓂡𓀜,qnꞽ,1,Ramses
𓈎𓈖𓂘𓂡𓎸𓅓𓏏󼶫𓀀,qn-ẖnmw,1,Ramses
𓈎𓈖𓂝𓏏𓏯𓆗,ꜥnq.t,2,Ramses
𓈎𓈖𓂡,qn,55,AES+Ramses
𓈎𓈖𓂡,qni,2,AES
𓈎𓈖𓂡𓀀,qn,2,AES
𓈎𓈖𓂢𓄹,qꜥḥ,1,AES
𓈎𓈖𓂧,qnd,1,AES
𓈎𓈖𓂧𓃷,qnd,8,Ramses
𓈎𓈖𓂧𓃷,qnd.t,3,Ramses
𓈎𓈖𓂧𓃷𓂡,qnd,1,Ramses
𓈎𓈖𓂧𓅪𓏯𓀜,qnd,2,AES+Ramses
𓈎𓈖𓂧𓏏𓏯,ḏnd,1,Ramses
𓈎𓈖𓂧𓏏𓏯𓀜,qnd,30,AES+Ramses
𓈎𓈖𓂧𓏏𓏯𓀜,qnd.t,4,Ramses
𓈎𓈖𓂧𓏏𓏯𓀜𓍘𓇋,qnd.tꞽ,1,Ramses
𓈎𓈖𓂧𓏏𓏯𓀜𓏏𓏲,qnd.tw,1,Ramses
𓈎𓈖𓂧𓏏𓏯𓂉𓏛𓏥,qnd,2,Ramses
𓈎𓈖𓂧𓏏𓏯𓂊𓀜,qnd,1,Ramses
𓈎𓈖𓂧𓏏𓏯𓂊𓏫,qnd,1,Ramses
𓈎𓈖𓂧𓏏𓏯𓍘𓇋,qnd.tꞽ,1,Ramses
𓈎𓈖𓂧𓏏𓏯𓏭𓅪,qnd,1,Ramses
𓈎𓈖𓂧𓏏𓏯􄾽𓂊𓄹󼶫󼶫,qnd.t,1,Ramses
𓈎𓈖𓂧𓏏𓏯􄾽𓅪,qnd,2,AES+Ramses
𓈎𓈖𓂧𓏯𓀁𓏛𓀀,qnd,1,Ramses
𓈎𓈖𓃀𓊋𓏏𓀀𓏥,qnb.t,1,AES
𓈎𓈖𓃀𓊋𓏛𓀜𓈖,qnb.n,1,Ramses
𓈎𓈖𓃀𓏏𓀻𓀀𓏥,qnb.t,1,AES
𓈎𓈖𓃀𓏏𓊋,qnb.t,1,AES
𓈎𓈖𓃀𓏏𓊋𓀀𓏥,qnb.t,6,AES
𓈎𓈖𓃀𓏏𓊋𓏏𓈓𓀭,qnb.t,1,AES
𓈎𓈖𓃀𓏏𓏥,qnb.t,1,AES
𓈎𓈖𓃀𓏏󽎝𓀀𓏥,qnb.t,1,AES
𓈎𓈖𓃀𓏲𓈇𓏤,qnb,1,Ramses
𓈎𓈖𓃀𓏲𓊋𓈇𓏤,qnb,1,Ramses
𓈎𓈖𓃀𓏲𓏭𓂡,qnb,1,Ramses
𓈎𓈖𓃀𓏲𓏴𓀜,qnb,2,AES+Ramses
𓈎𓈖𓃾,qn,1,AES
𓈎𓈖𓄃,qn,1,AES
𓈎𓈖𓅪,qnꞽ,5,AES
𓈎𓈖𓅪,qnꞽ.w,4,AES
𓈎𓈖𓅪𓏏𓏲,qn.t,1,AES
𓈎𓈖𓅪𓏥,qnꞽ.w,2,AES
𓈎𓈖𓅪𓏴𓏫,qnꞽ.w,1,AES
𓈎𓈖𓆑􄾽𓂷𓂡,qfn,1,Ramses
𓈎𓈖𓆗𓏪,qnw,1,Ramses
𓈎𓈖𓇋𓀜,qny,1,Ramses
𓈎𓈖𓇋𓀜𓇋𓏠𓈖𓀀,qny-ꞽmn,1,Ramses
𓈎𓈖𓇋𓂘,qnꞽ,3,AES
𓈎𓈖𓇋𓂘𓂝𓈖,qnꞽ,1,AES
𓈎𓈖𓇋𓂘𓂡,qnꞽ,3,AES+Ramses
𓈎𓈖𓇋𓂘𓂡,qnꞽ.t,2,Ramses
𓈎𓈖𓇋𓂘𓆱,qnꞽw,1,Ramses
𓈎𓈖𓇋𓄿𓀜,qny,1,Ramses
𓈎𓈖𓇋𓄿𓇋𓇋𓀀,qny,1,Ramses
𓈎𓈖𓇋𓅱𓂘𓂡,qnꞽ,1,Ramses
𓈎𓈖𓇋𓅱𓂘𓂡,qnꞽ.t,1,Ramses
𓈎𓈖𓇋𓅱𓉱,qnꞽ.w,1,AES
𓈎𓈖𓇋𓅱􎿺𓏥,qnꞽ.w,1,Ramses
𓈎𓈖𓇋𓆱,qnꞽw,4,Ramses
𓈎𓈖𓇋𓆱𓉐,qnꞽw,2,Ramses
𓈎𓈖𓇋𓇋,qnꞽ,1,Ramses
𓈎𓈖𓇋𓇋𓀜,qny,3,Ramses
𓈎𓈖𓇋𓇋𓀜𓀀,qny,10,Ramses
𓈎𓈖𓇋𓇋𓀜𓀦󼶫󼶫󼶫𓀜𓀀,qny-mnꞽw,1,Ramses
𓈎𓈖𓇋𓇋𓀜𓇋𓏠𓈖,qny-ꞽmn,1,Ramses
𓈎𓈖𓇋𓇋𓀜𓇋𓏠𓈖𓀀,qny-ꞽmn,3,Ramses
𓈎𓈖𓇋𓇋𓀜𓋉𓊾,qny-mnw,3,Ramses
𓈎𓈖𓇋𓇋𓀜𓋉𓊾𓀀,qny-mnw,2,Ramses
𓈎𓈖𓇋𓇋𓀜𓋉𓊾𓇋𓀀,qny-mnw,4,Ramses
𓈎𓈖𓇋𓇋𓀜𓋉𓊾𓏏𓏭𓇋𓀀,qny-mnw,1,Ramses
𓈎𓈖𓇋𓇋𓀜𓋉𓊾󼶫𓀀,qny-mnw,1,Ramses
𓈎𓈖𓇋𓇋𓀜𓋉𓊾󼶫󼶫𓀀,qny-mnw,3,Ramses
𓈎𓈖𓇋𓇋𓀜𓋉𓊾󼶫󼶫𓅆𓀀,qny-mnw,1,Ramses
𓈎𓈖𓇋𓇋𓀜𓋉𓊾󼶫󼶫𓇋𓀀,qny-mnw,1,Ramses
𓈎𓈖𓇋𓇋𓀜𓋉𓊾󼶫󼶫𓏯,qny-mnw,1,Ramses
𓈎𓈖𓇋𓇋𓀜𓋛𓏏𓏭𓇋𓅓𓏲𓏫𓀀,qny-šwty-ꞽm=w,1,Ramses
𓈎𓈖𓇋𓇋𓀜𓎸𓅓𓏏𓀀,qnꞽ-ẖnm,1,Ramses
𓈎𓈖𓇋𓇋𓀜𓏥,qn.w,1,Ramses
𓈎𓈖𓇋𓇋𓀜󼶫,qny,1,Ramses
𓈎𓈖𓇋𓇋𓀜󼶫𓀀,qny,1,Ramses
𓈎𓈖𓇋𓇋𓀜󼶫󼶫󼶫𓀜,qny-mnꞽw,1,Ramses
𓈎𓈖𓇋𓇋𓂡𓇋𓏠𓈖,qny-ꞽmn,1,Ramses
𓈎𓈖𓇋𓇋𓂡𓏥,qn,2,Ramses
𓈎𓈖𓇋𓇋𓂡𓏥,qn.wy,1,Ramses
𓈎𓈖𓇋𓇋𓈒𓏥,qnꞽ.t,1,Ramses
𓈎𓈖𓇋𓇋𓏏𓆱,qnꞽ.t,1,Ramses
𓈎𓈖𓇋𓇋𓏏𓆱𓀀,qnꞽ.t,1,Ramses
𓈎𓈖𓇋𓇋𓏏𓊩,qnꞽ.t,2,Ramses
𓈎𓈖𓇋𓇋𓏲𓀜,qni,2,AES
𓈎𓈖𓇋𓇋𓏲𓀜𓀀𓏥,qn,1,AES
𓈎𓈖𓇋𓇋𓏲𓀜𓏫,qni,1,AES
𓈎𓈖𓇋𓇋𓏴𓂡,qn.w,1,Ramses
𓈎𓈖𓇋𓇋𓐏,qni,1,AES
𓈎𓈖𓇋𓈗𓆰,qnꞽ,1,AES
𓈎𓈖𓇋𓉐,qnꞽw,1,Ramses
𓈎𓈖𓇋𓎅𓏤,qnꞽ,1,AES
𓈎𓈖𓇋𓏏𓁹,qnꞽ.t,1,AES
𓈎𓈖𓇋𓏏𓆱,qnꞽ.t,3,Ramses
𓈎𓈖𓇋𓏏𓈒𓈓,qnꞽ.t,1,AES
𓈎𓈖𓇋𓏏𓈒𓏥,qnꞽ.t,2,AES+Ramses
𓈎𓈖𓇋𓏏􎿺𓏥,qnꞽ.w,1,Ramses
𓈎𓈖𓇋𓏠𓈖𓀀,qn-ꞽmn,1,Ramses
𓈎𓈖𓇋𓏯𓏛,qnꞽ.w,1,AES
𓈎𓈖𓇋𓏯𓏛,qꞽ,1,AES
𓈎𓈖𓇋𓏲𓂘𓂡,qnꞽ,40,AES+Ramses
𓈎𓈖𓇋𓏲𓂘𓂡,qnꞽ.t,5,Ramses
𓈎𓈖𓇋𓏲𓂘𓂡,qn,1,Ramses
𓈎𓈖𓇋𓏲𓂘𓂡𓎸𓅓𓏏󼶫𓀀,qnꞽ-ẖnm,1,Ramses
𓈎𓈖𓇋𓏲𓂘𓂡𓎸󼶫󼶫𓀀,qnꞽ-ẖnm,1,Ramses
𓈎𓈖𓇋𓏲𓂘𓂡𓏫,qnꞽ,2,AES+Ramses
𓈎𓈖𓇋𓏲𓂘𓂡𓏫,qnꞽ.w,1,Ramses
𓈎𓈖𓇋𓏲𓂘𓆱,qnꞽ.w,3,AES
𓈎𓈖𓇋𓏲𓂘𓆱,qnꞽw,1,Ramses
𓈎𓈖𓇋𓏲𓂷𓂡,qnꞽ,1,Ramses
𓈎𓈖𓇋𓏲𓂷𓂡𓆱􏀱,qnꞽw,1,Ramses
𓈎𓈖𓇋𓏲𓅯𓏥,qnꞽ.w,1,Ramses
𓈎𓈖𓇋𓏲𓆱,qnꞽw,20,Ramses
𓈎𓈖𓇋𓏲𓆱,qnꞽ.w,2,AES
𓈎𓈖𓇋𓏲𓆱𓂡,qnꞽ,1,Ramses
𓈎𓈖𓇋𓏲𓆱𓉐,qnꞽw,9,Ramses
𓈎𓈖𓇋𓏲𓆱𓉐,qny.t,2,Ramses
𓈎𓈖𓇋𓏲𓇋𓇋𓀀,qny,1,Ramses
𓈎𓈖𓇋𓏲𓈒𓏥,qnꞽ.t,4,AES+Ramses
𓈎𓈖𓇋𓏲𓉐,qnꞽw,4,Ramses
𓈎𓈖𓇋𓏲𓉐,qny.t,1,Ramses
𓈎𓈖𓇋𓏲𓌯𓅪,qnꞽ.w,1,AES
𓈎𓈖𓇋𓏲𓎅,qnꞽ,1,AES
𓈎𓈖𓇋𓏲𓏛𓀜,qꞽ,1,Ramses
𓈎𓈖𓇋𓏲𓏯𓂡,qnꞽ,1,AES
𓈎𓈖𓇋𓏲𓏯𓉐,qny.t,1,Ramses
𓈎𓈖𓇋𓏲𓏴𓂡,qn,1,Ramses
𓈎𓈖𓇋𓏲𓐎𓅪𓌯,qnꞽ.w,1,AES
𓈎𓈖𓇋𓏲𓐎𓅪𓏱,qnꞽ.w,1,AES
𓈎𓈖𓇋𓏲𓐎𓏥,qnꞽ,1,Ramses
𓈎𓈖𓇋𓏲􁪳𓂡,qnꞽ,1,AES
𓈎𓈖𓇋󼶫𓆱,qnꞽw,2,Ramses
𓈎𓈖𓇋󼶫𓈒𓏥,qnꞽ.t,1,Ramses
𓈎𓈖𓇋󼶫𓏲𓀜𓀀,qny,1,Ramses
𓈎𓈖𓇋󼶫󼶫𓂘𓂡,qnꞽ,2,Ramses
𓈎𓈖𓇋󼶫󼶫󼶫𓂘𓂡𓏏𓏲,qnꞽ,1,Ramses
𓈎𓈖𓈎𓈖,qnqn,1,Ramses
𓈎𓈖𓈎𓈖𓀜,qnqn,3,AES+Ramses
𓈎𓈖𓈎𓈖𓀜􄾽,qnqn,1,Ramses
𓈎𓈖𓈎𓈖𓂷𓂡,qnqn,2,Ramses
𓈎𓈖𓈎𓈖𓂷𓂡𓏫,qnqn,1,Ramses
𓈎𓈖𓈎𓈖𓂾𓂻,qnqn,1,AES
𓈎𓈖𓈎𓈖𓈖𓇾𓏤𓈇𓊖,qnqn-n-tꜣ,2,Ramses
𓈎𓈖𓈎𓈖𓏌𓏲𓏴𓂡𓏫,qnqn.w,1,Ramses
𓈎𓈖𓈎𓈖𓏌𓏲𓏴𓏛𓏫,qnqn,1,AES
𓈎𓈖𓈎𓈖𓏏𓄻,qnqn,1,Ramses
𓈎𓈖𓈎𓈖𓏏𓏴,qnqn,1,AES
𓈎𓈖𓈎𓈖𓏏𓏴𓀜,qnqn,2,Ramses
𓈎𓈖𓈎𓈖𓏯,qnqn,1,Ramses
𓈎𓈖𓈎𓈖𓏲𓏴𓂝,qnqn,1,AES
𓈎𓈖𓈎𓈖𓏴,qnqn,4,AES
𓈎𓈖𓈎𓈖𓏴𓀜,qnqn,42,AES+Ramses
𓈎𓈖𓈎𓈖𓏴𓀜,qnqn.w,3,Ramses
𓈎𓈖𓈎𓈖𓏴𓀜𓈖,qnqn,2,AES
𓈎𓈖𓈎𓈖𓏴𓀜𓏫,qnqn,1,Ramses
𓈎𓈖𓈎𓈖𓏴𓂝,qnqn,21,AES
𓈎𓈖𓈎𓈖𓏴𓂝𓐍𓂋,qnqn,1,AES
